Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
855,2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0
857,2017-04-03,Healthcare At Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0
860,2017-04-04,Waycool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0
861,2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Equity,6100000.0
862,2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000.0
863,2017-04-04,Elastirun,Technology,App Based Logistics & Distribution Platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000.0
864,2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking Platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000.0
865,2017-04-04,Konsult App,Consumer Internet,App Based Doctor Consulting Platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo Van Den Bosch & Others",Seed Funding,500000.0
867,2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0
869,2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare Provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0
870,2017-04-06,Mech Mocha,Consumer Internet,Mobile Gaming Startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5000000.0
874,2017-04-07,Pharmeasy,Ecommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0
876,2017-04-08,Fastfox,Consumer Internet,Online Rental Discovery Platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, Cyberagent Ventures, Growx Ventures, Imj Investment Partners",Private Equity,4600000.0
877,2017-04-10,Omnify,Technology,Saas Platform For Smes,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0
878,2017-04-10,Capital Float,Consumer Internet,Online Lending Platform For Sme,Bangalore,Mahindra And Mahindra Financial Services,Private Equity,2300000.0
879,2017-04-11,Ninjacart,Ecommerce,B2B Agri-Marketing Platform,Bangalore,"Accel Partners, Nandan Nilekani\\Xe2\\X80\\X99S Nrjn Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0
880,2017-04-11,Mergerware,Technology,Software Solutions For M&As,Bangalore,Philippe Bouchet,Seed Funding,100000.0
882,2017-04-12,Clovia,Ecommerce,Online Lingerie & Sleepwear Etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures And Ravi Dhariwal",Private Equity,4000000.0
883,2017-04-12,Emiza,Logistics,Third Party Logistics Provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0
884,2017-04-12,Hackerearth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"Dhi Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, Bizreach",Private Equity,4500000.0
885,2017-04-12,Squadrun,Technology,Software-As-A-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91Springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0
889,2017-04-13,Weareholidays,Consumer Internet,Travel Packages & Planner Marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000.0
890,2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,Simi Pacific Pte,Private Equity,260000000.0
891,2017-04-15,Myly,Consumer Internet,Mobile App For Schools,Jaipur,Mall Industries Development Bank Of India (Sidbi),Seed Funding,310000.0
892,2017-04-17,Credihealth,Consumer Internet,Online Medical Assistance Platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0
895,2017-04-17,Snackible,Food & Beverages,Healthy Snacks Manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0
896,2017-04-17,Be U Salons,Consumer Internet,Online Salon Discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0
898,2017-04-17,Lendingkart,Consumer Internet,Lending Platform For Small Businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0
899,2017-04-18,Innefu Security Consulting,Technology,Cyber Security Solutions Using Ai,New Delhi,Indianivesh Venture Capital Fund,Private Equity,2000000.0
900,2017-04-18,Whodat,Technology,Markerless Ar Platform,Bangalore,Ideaspring Capital,Private Equity,600000.0
901,2017-04-18,Absentia Vr,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,1250000.0
902,2017-04-19,Iotrek,Technology,Iot Platform For Bus,New Delhi,Undisclosed Investor,Seed Funding,155000.0
903,2017-04-20,Holachef,Consumer Internet,Online Food Delivery,Mumbai,"Sidbi Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0
905,2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, Lg Chandrasekhar, Sashi Reddi",Seed Funding,1000000.0
906,2017-04-24,Faasos,Food & Beverage,Qsr Chain And Online Food Delivery,Pune,"Ligthbox Ventures Ii, Lightbox Expansion Fund, Sequoia Capital India, Runet South Asia, Rb Investments",Private Equity,6300000.0
907,2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"Softbank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0
908,2017-04-24,Toppr,Consumer Internet,Learning Mobile App For Students,Mumbai,Wgg International,Private Equity,3200000.0
910,2017-04-25,The Office Pass,Consumer Internet,Coworking Spaces Booking Platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,245000.0
911,2017-04-25,Urbanclap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3100000.0
912,2017-04-26,Awfis,Consumer Internet,Collaborative Co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0
914,2017-04-26,Flytxt,Technology,Customer Data Analytics Software,Mumbai,Dah Beteiligungs Gmbh,Private Equity,11000000.0
915,2017-04-26,Howdy Ventures,Consumer Internet,Public And Private Events Creation App,Chennai,S. Xavier Britto,Seed Funding,1500000.0
916,2017-04-26,Stalkbuylove,Ecommerce,Online Fashion Marketplace,New Delhi,Trifecta Capital,Private Equity,1000000.0
918,2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0
921,2017-04-27,Inurture,Consumer Internet,Online Educational Courses,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,1500000.0
922,2017-04-28,Sepalika,Consumer Internet,Healthcare Related Content Platform,New Delhi,Accel Partners,Seed Funding,750000.0
